name,minutes,nutrition,n_steps,steps,description,ingredients,ingredients
amish chicken noodle soup,20,"[295.5, 19.0, 13.0, 55.0, 40.0, 26.0, 7.0]",7,"['bring broth or water to a boil add noodles and cook according to package directions , or til bite tender', 'do not drain', 'reduce heat to medium low', 'add soups and stir well', 'add chicken and cubed velveeta', 'when cheese melts taste and add salt and pepper', 'serve']","we ate dinner with my mom the other night and this is what she served. i was amazed at the taste and when she told me how quick and easy it was i knew i had found a winning recipe to add to our lunch and dinner rotations.
three kids and dh loved it!!","['chicken broth', 'noodles', 'cream of chicken soup', 'cream of celery soup', 'canned chicken breast meat', 'velveeta cheese', 'salt and pepper']",7
amish chicken corn soup,180,"[541.1, 36.0, 16.0, 6.0, 68.0, 34.0, 16.0]",10,"['simmer chicken in boiling water until tender', 'remove bones and skin', 'strain the stock', 'return stock and chicken to pot', 'add onions , celery , corn and parsley', 'simmer till vegetables are tender', 'mix flour with egg and milk', 'rub mixture with fork till it crumbles', 'drop crumbs in soup', 'cook 10 more minutes covered']","oh yes! this is a good, hearty, filling soup. you won't need much else when serving this dish.","['chicken', 'water', 'onion', 'parsley', 'celery', 'corn', 'salt and pepper', 'flour', 'egg', 'milk']",10
amish chili,60,"[326.5, 19.0, 77.0, 36.0, 40.0, 23.0, 11.0]",4,"['brown ground beef , onions and celery , then drain excess fat', 'add flour and heat through , stirring constantly', 'add all remaining ingredients and mix well', 'cover and simmer 30 minutes']",i found this recipe in 'favorite recipes from quilters'. we love it.,"['ground beef', 'onion', 'celery', 'flour', 'brown sugar', 'ketchup', 'tomato juice', 'chili powder', 'kidney beans', 'salt and pepper']",10
amish christmas cookies,22,"[189.1, 6.0, 67.0, 5.0, 4.0, 12.0, 11.0]",9,"['preheat oven to 350', 'grease cookie sheets', 'cream butter and sugar', 'blend in molasses and eggs', 'sift dry ingredients together', 'and stir into molasses-egg mixture', 'roll out dough on lightly floured board and cut', 'into shapes with cookie cutters', 'bake for 10 to 12 minutes']","these are great christmas cookies with a twist. from the amish, for us to share with our friends and family.","['butter', 'brown sugar', 'light molasses', 'egg', 'flour', 'salt', 'baking soda', 'cinnamon', 'ground cloves', 'nutmeg']",10
amish cinnamon bread  friendship bread,14460,"[1854.4, 101.0, 759.0, 31.0, 47.0, 63.0, 98.0]",44,"['day one: for those making the starter from scratch: combine 1 cup milk , 1 cup sugar , and 1 cup flour in a large zip lock bag and mush to mix ingredients', 'for those receiving the fermented batter in a gallon zip lock bag: do nothing', 'leave it to sit on the counter', 'on days 2-4: squeeze the bag several times during the day', 'i took mine to work , laid it on my desk , and to relieve stress squeezed the bag several times during the day', 'ha ha ha !', 'on day 5: add 1 cup milk , 1 cup sugar , and 1 cup self-rising flour to the bag', 'squeeze the bag several times during the day', 'on days 6-8: squeeze the bag several times during the day', 'on day 9: add 1 cup milk , 1 cup sugar , and 1 cup self-rising flour into the bag', 'close zip lock', 'squeeze the bag several times during the day', 'day 10: pour 1 / 2 cup ""starter"" in four separate gallon zip lock bags', 'these starters replace the milk , flour , and sugar used to start the very first batch from scratch', 'give the four bags to friends along with the steps on how to finish making their own starters and bread , or freeze the starters for future use if desired , just be sure that once you take a starter out of the freezer , you let it sit out one day before starting your steps', 'in a large glass bowl add 2 cups self-rising flour , 1 cup of sugar , 3 eggs , 1 cup oil , 2 tsp cinnamon , 1 / 2 cup milk , 1 tsp vanilla , 1 large box of instant vanilla pudding , 1 / 2 cup of either raisins , nuts , chocolate chips or fruit or 1 / 4 cup of any two of these ingredients', 'mix well', 'spray well 2 large loaf pans with cooking spray', 'in a small bowl or cup , mix 1 tsp cinnamon and 2 tbsp sugar', 'sprinkle about 1 / 2 to 2 / 3 in loaf pans , reserving about 1 / 3 to 1 / 2 of the mix', 'pour batter into pans', 'sprinkle remaining cinnamon and sugar mix across the tops of the batter', 'bake at 325 degrees for 1 hour', 'important', 'you may also make small loaves', 'if you do , bake at the same temperature , but for 25-30 minutes', 'do not use metal spoon or metal bowl for mixing', 'do not refrigerate at any time during the process', 'keep on the counter', 'if air builds up in the zip lock', 'open the zipper slightly and squeeze the air out , being careful not to let any of the batter out', 'quickly reseal', 'it is normal for the batter to thicken and bubble during the time it sits on the counter', 'this is called the fermentation process', 'you may replace the nuts or the raisins with chocolate chips or dried fruit', 'or you can eliminate them and just leave it plain', ""it's great any way you slice it"", '0)', 'also , the bread will yield more than four serving', 'if you do the two large loafs , it will yield how ever large a slice you want it to be', 'so if sliced about the size of a normal slice of bread , one loaf could yield about 16-18 slices', 'the serving size listed came off the paper i got with the recipe', ""i'm not sure why they say four servings"", 'each of four servings would be 1 / 2 a loaf']","amish friendship bread is a great bread for those special occasions. when you've made your bread, you can give your friends a sample and the starter that came from the original batter that helped to make the sample bread! then your friends can make their own and pass it along to their  friends. this is why the bread is called ""friendship bread"". it's time consuming, but it's worth it.

amish friendship bread is a starter bread. if you know someone with a starter, you are in luck. for those of you without access to a starter, i have placed the directions for the starter in step one.  when passing the recipe on, be sure they realize that part of step one is not day one for them.  or you may want to eliminate the part of step one that does not pertain to them when passing on your starters.","['milk', 'sugar', 'flour', 'vegetable oil', 'eggs', 'vanilla', 'cinnamon', 'vanilla instant pudding mix', 'nuts', 'raisins']",10
amish cinnamon buns 1994   indiana,255,"[257.4, 16.0, 65.0, 10.0, 7.0, 20.0, 12.0]",23,"['in a large mixer place the warm water , sugar , oil , potatoes , egg and salt , mix well', 'add the yeast , and combine well', 'add the milk powder , and the first addition of flour', 'beat for three or four minutes', 'gradually add the second addition of flour , and when workable , place on a floured board , and knead for ten minutes', 'grease a large bowl and place dough ball into bowl , greasing the top of dough', 'cover with towel and let rise in a warm place until double about 1 1 / 2 hours', 'punch dough down and very thoroughly break down bubbles', 'form again into a ball and cover let rise in greased bowl for one more hour', 'punch down and place onto a floured surface', 'roll out to 15 x 14 rectangle', 'spread dough with soft butter , and sprinkle a mixture of cinnamon and brown sugar over this', 'tightly roll up from the long side', 'with serrated knife cut into 8-- 2 inch slices for smaller rolls , divide the dough into two , then roll into a 12 x 8 rectngle , fill and roll', 'cut into 9 one inch slices for each rectangle', 'place rolls into a greased 10 inch pansat least 2 inches deep', 'cover and let rise for one hour', 'preheat oven to 325f', 'bake for 10 minutes , raise the temperature to 350 degrees f', 'and continue to bake 5 minutes longer', 'remove from oven and invert onto racks', 'beat all frosting ingredients , sugar , butter , flour , vanilla , and dash salt all together', 'then frost tops of cooled rolls']","this makes 8 - 10 large rolls, or 27 small rolls..","['tap water', 'white sugar', 'canola oil', 'mashed potatoes', 'egg', 'active dry yeast', 'salt', 'powdered milk', 'all-purpose flour', 'butter', 'cinnamon', 'brown sugar', 'powdered sugar', 'vanilla']",14
amish cinnamon rolls,180,"[131.8, 6.0, 14.0, 5.0, 6.0, 6.0, 6.0]",13,"['scald mild and pour it over the sugar , salt and shortening', 'dissolve yeast in lukewarm water', 'when milk has cooled to lukewarm , add yeast and eggs , beating well', 'add flour gradually , beating well', 'place dough in a greased bowl , cover and let rise until doubled', 'divide dough into 2 portions', 'roll out to 1 / 4"" thick', 'spread with melted butter , cinnamon and brown sugar', 'roll like jelly roll and cut 1"" slices', 'place in a greased pan with cut side down', 'flatten with palm of hand and let rise again', 'bake at 350 for 15-20 minutes', 'top with your favorite icing']","this came from an amish cookbook i've had since 1990. their breads are fabulous and their cinnamon rolls are out of this world.
sorry there is no icing recipe included here. they either forgot to submit or it's just their secret !","['milk', 'water', 'yeast', 'shortening', 'sugar', 'salt', 'eggs', 'unsifted flour', 'brown sugar', 'cinnamon', 'butter']",11
amish cinnamon swirl raisin bread,165,"[2959.8, 90.0, 568.0, 128.0, 126.0, 172.0, 183.0]",14,"['scald the milk in saucepan', 'remove from flame and add sugar , salt , butter and mashed potatoes', 'cool', 'dissolve yeast in the warm water in a seperate bowl', 'then add this to milk mixture', 'add raisins and flour', 'let it rise in a nice warm place for approximately 1 1 / 2 hours', 'divide dough into 2 loaves', 'roll out on a lightly floured surface and spread half of the filling on each roll', 'roll up as for jelly roll and pinch edges together', 'place in 2 greased 9x5 loaf pan and set in a warm place to rise for about an hour', 'bake in loaf pans at 350 for about 45-55 minutes sounds hollow when tapped', 'remove from oven and brush top with small amount of melted butter or margarine', 'let cool in pans 10-15 minutes and then invert onto cooling rack to cool completely']","this is great toasted, or we like it also with chicken salad sandwiches..","['milk', 'granulated sugar', 'salt', 'mashed potatoes', 'warm water', 'instant yeast', 'all-purpose flour', 'raisins', 'cinnamon', 'butter']",10
amish coffee cake,40,"[671.1, 41.0, 283.0, 10.0, 10.0, 33.0, 34.0]",8,"['mix the sugar , flour and shortening until lumpy', 'do not mix until creamy', 'reserve 1 cup to use as topping', 'dissolve the baking soda in the hot coffee and add to the flour mixture', 'add the egg and vanilla', 'spread in a 9""x12""x2"" pan and sprinkle on the reserved topping', 'bake at 325f degrees for approximately 30 minutes', 'sprinkle with powdered sugar before serving']",a simple and rustic coffee cake from the amish.,"['light brown sugar', 'all-purpose flour', 'shortening', 'egg', 'vanilla extract', 'strong coffee', 'baking soda']",7
amish cole slaw,495,"[295.9, 31.0, 93.0, 13.0, 3.0, 13.0, 9.0]",8,"['in a large bowl , toss together the cabbage , onion , and 3 / 4 cup sugar', 'in a small saucepan , combine the vinegar , salt , celery seed , 1 teaspoon white sugar , mustard and oil', 'bring to a boil', 'cook for 3 minutes', 'cool completely , then pour over cabbage mixture', 'toss to coat', 'refrigerate 8-24 hours for best flavor', 'toss again prior to serving']",found posted on allrecipes.com by christina j. i've been told this is the closest copycat recipe for primanti bro's cole slaw. fingers crossed. i plan on making it today for a bbq. cooking time includes minimum refrigeration time. it was recommended that slaw be refrigerated overnight and served with a slotted spoon to drain excess dressing.,"['cabbage coleslaw blend', 'onion', 'white sugar', 'vinegar', 'salt', 'celery seed', 'prepared mustard', 'vegetable oil']",8
amish cooked salad dressing,10,"[119.9, 13.0, 27.0, 0.0, 1.0, 5.0, 3.0]",7,"['in a small bowl , beat the egg with 1 tbsp of the water', 'set aside', 'in a saucepan , whisk together the flour , mustard , and sugar , then whisk in the remaining 1 cup water , vinegar , oil and lemon juice', 'heat over medium heat for 1 minute , whisking continuously', 'add the egg mixture to the flour mixture and continue to cook for about 1 minute , stirring until the dressing has a mashed potato consistency and is off-white in color', 'remove from heat , cover , and cool completely', 'store in a covered jar in the refrigerator']","this is from the amish cook recollections and recipes from an old order amish family by elizabeth coblentz with kevin williams. it's posted in response to a recipe request.  the amish community this recipe represents is in indiana, the midwestern part of the u.s.","['egg', 'water', 'all-purpose flour', 'dry mustard', 'sugar', 'apple cider vinegar', 'vegetable oil', 'lemon juice']",8
amish cookies,27,"[1880.1, 180.0, 322.0, 28.0, 42.0, 192.0, 63.0]",4,"['combine sugar , powdered sugar , oil , and butter in a large bowl add vanilla and eggs', 'in a smaller bowl', 'blend flour , soda and cream of tartar , add to wet mix and mix well', 'add nuts and bake on ungreased cookie sheet 10-12 minutes at 375']",,"['sugar', 'powdered sugar', 'butter', 'vegetable oil', 'vanilla', 'eggs', 'flour', 'baking soda', 'cream of tartar', 'walnuts']",10
